Problem Size,Fitness,FEvals,Time
10,9.0,461.0,0.026934800000162795
50,46.0,3784.0,0.1914495000091847
100,96.0,41482.0,2.0848851000046125
200,182.0,37154.0,2.0820450999890454
400,366.0,86037.0,5.103372600002331
600,545.0,136143.0,8.452632500004256
800,713.0,59508.0,3.920827099995222
1000,906.0,150464.0,13.089446600002702
