Iteration,Time,Fitness,FEvals,max_iters,Algorithm
126,0.4260500999953365,746.0,6521.0,4096,GA
127,0.4291490000032354,746.0,6572.0,4096,GA
128,0.43296590000682045,746.0,6623.0,4096,GA
129,0.4404248000064399,746.0,6674.0,4096,GA
130,0.4445255000027828,748.0,6726.0,4096,GA
131,0.44894960000237916,748.0,6777.0,4096,GA
132,0.4529575000051409,748.0,6828.0,4096,GA
133,0.45690030000696424,748.0,6879.0,4096,GA
134,0.4610439999960363,750.0,6931.0,4096,GA
135,0.4652416000026278,750.0,6982.0,4096,GA
136,0.4685944999946514,750.0,7033.0,4096,GA
137,0.471526499997708,754.0,7085.0,4096,GA
138,0.47468559999833815,754.0,7136.0,4096,GA
139,0.4778165000025183,754.0,7187.0,4096,GA
140,0.4811418000026606,760.0,7239.0,4096,GA
141,0.4841537000029348,760.0,7290.0,4096,GA
142,0.487185000005411,760.0,7341.0,4096,GA
143,0.48997189999499824,760.0,7392.0,4096,GA
144,0.49308870000822935,760.0,7443.0,4096,GA
145,0.49629310000455007,760.0,7494.0,4096,GA
146,0.4992846999957692,762.0,7546.0,4096,GA
147,0.5022577000054298,762.0,7597.0,4096,GA
148,0.5052591999992728,762.0,7648.0,4096,GA
149,0.5083634000038728,762.0,7699.0,4096,GA
150,0.5115939999959664,764.0,7751.0,4096,GA
151,0.5146655999997165,766.0,7803.0,4096,GA
152,0.5177485000021989,766.0,7854.0,4096,GA
153,0.5207687000074657,766.0,7905.0,4096,GA
154,0.5238518999976804,766.0,7956.0,4096,GA
155,0.5270865000056801,770.0,8008.0,4096,GA
156,0.5301475000014761,770.0,8059.0,4096,GA
157,0.5332048999989638,770.0,8110.0,4096,GA
158,0.5360974000068381,772.0,8162.0,4096,GA
159,0.5391448000009404,772.0,8213.0,4096,GA
160,0.5423358999978518,772.0,8264.0,4096,GA
161,0.5454056000016863,772.0,8315.0,4096,GA
162,0.5483801000082167,772.0,8366.0,4096,GA
163,0.5513247000053525,772.0,8417.0,4096,GA
164,0.5543632000044454,772.0,8468.0,4096,GA
165,0.5574310000083642,772.0,8519.0,4096,GA
166,0.5605095000064466,774.0,8571.0,4096,GA
167,0.5635442000057083,776.0,8623.0,4096,GA
168,0.566520299995318,776.0,8674.0,4096,GA
169,0.5695780999958515,776.0,8725.0,4096,GA
170,0.5725999999995111,776.0,8776.0,4096,GA
171,0.5759695000015199,776.0,8827.0,4096,GA
172,0.5791889999964042,776.0,8878.0,4096,GA
173,0.5822345000051428,776.0,8929.0,4096,GA
174,0.5857423999987077,776.0,8980.0,4096,GA
175,0.5888240000058431,778.0,9032.0,4096,GA
176,0.5920342000026722,780.0,9084.0,4096,GA
177,0.5950524000072619,780.0,9135.0,4096,GA
178,0.5980023000010988,780.0,9186.0,4096,GA
179,0.6010253999993438,782.0,9238.0,4096,GA
180,0.6040443999954732,782.0,9289.0,4096,GA
181,0.6071082999987993,782.0,9340.0,4096,GA
182,0.6101880000060191,784.0,9392.0,4096,GA
183,0.6133429000037722,784.0,9443.0,4096,GA
184,0.616302700000233,784.0,9494.0,4096,GA
185,0.6194173999974737,784.0,9545.0,4096,GA
186,0.6225594999996247,786.0,9597.0,4096,GA
187,0.625657600001432,786.0,9648.0,4096,GA
188,0.6286577999999281,786.0,9699.0,4096,GA
189,0.6318294000084279,786.0,9750.0,4096,GA
190,0.6349440000049071,786.0,9801.0,4096,GA
191,0.6380191000062041,786.0,9852.0,4096,GA
192,0.6410565999976825,786.0,9903.0,4096,GA
193,0.6440468000073452,786.0,9954.0,4096,GA
194,0.6470779000082985,786.0,10005.0,4096,GA
195,0.6502790000085952,786.0,10056.0,4096,GA
196,0.6537246000079904,788.0,10108.0,4096,GA
197,0.6572592000011355,788.0,10159.0,4096,GA
198,0.6607007999991765,788.0,10210.0,4096,GA
199,0.6638032000046223,788.0,10261.0,4096,GA
200,0.6669545000040671,788.0,10312.0,4096,GA
201,0.670745800001896,788.0,10363.0,4096,GA
202,0.6738826000073459,790.0,10415.0,4096,GA
203,0.6774629999999888,790.0,10466.0,4096,GA
204,0.6806280000018887,790.0,10517.0,4096,GA
205,0.6852896000054898,790.0,10568.0,4096,GA
206,0.6887446000037016,790.0,10619.0,4096,GA
207,0.6920944000012241,790.0,10670.0,4096,GA
208,0.6953846999967936,792.0,10722.0,4096,GA
209,0.6987551000056555,792.0,10773.0,4096,GA
210,0.7026798000006238,792.0,10824.0,4096,GA
211,0.7058878999960143,792.0,10875.0,4096,GA
212,0.7097285000054399,794.0,10927.0,4096,GA
213,0.7128759000042919,794.0,10978.0,4096,GA
214,0.7163534999999683,794.0,11029.0,4096,GA
215,0.7196569999941858,794.0,11080.0,4096,GA
216,0.7227950999949826,794.0,11131.0,4096,GA
217,0.7258656000049086,794.0,11182.0,4096,GA
218,0.7289622999960557,794.0,11233.0,4096,GA
219,0.7321965000010096,796.0,11285.0,4096,GA
220,0.7359984000067925,796.0,11336.0,4096,GA
221,0.7392513999948278,796.0,11387.0,4096,GA
222,0.7422596999967936,796.0,11438.0,4096,GA
223,0.7453698000026634,796.0,11489.0,4096,GA
224,0.748532300000079,798.0,11541.0,4096,GA
225,0.7517283000051975,800.0,11593.0,4096,GA
226,0.7546894999977667,800.0,11644.0,4096,GA
227,0.7577879000018584,800.0,11695.0,4096,GA
228,0.7617098000046099,800.0,11746.0,4096,GA
229,0.7647593000001507,800.0,11797.0,4096,GA
230,0.7680401999969035,800.0,11848.0,4096,GA
231,0.77113150000514,800.0,11899.0,4096,GA
232,0.7742110999970464,802.0,11951.0,4096,GA
233,0.7778524000023026,802.0,12002.0,4096,GA
234,0.7810539000056451,802.0,12053.0,4096,GA
235,0.7842862999968929,802.0,12104.0,4096,GA
236,0.7873484000010649,802.0,12155.0,4096,GA
237,0.7903096999943955,802.0,12206.0,4096,GA
238,0.7933293999958551,802.0,12257.0,4096,GA
239,0.7964403000078164,802.0,12308.0,4096,GA
240,0.7996491999947466,804.0,12360.0,4096,GA
241,0.8027555000007851,804.0,12411.0,4096,GA
242,0.8068256999977166,804.0,12462.0,4096,GA
243,0.8100183000060497,804.0,12513.0,4096,GA
244,0.8134731000027386,804.0,12564.0,4096,GA
245,0.8169685000029858,804.0,12615.0,4096,GA
246,0.8200061999959871,806.0,12667.0,4096,GA
247,0.823125800001435,806.0,12718.0,4096,GA
248,0.8262946000031661,806.0,12769.0,4096,GA
249,0.8300110999989556,806.0,12820.0,4096,GA
250,0.8336637000029441,806.0,12871.0,4096,GA
251,0.8371874000004027,806.0,12922.0,4096,GA
252,0.8403566000051796,806.0,12973.0,4096,GA
253,0.8435954000015045,806.0,13024.0,4096,GA
254,0.8466912000003504,808.0,13076.0,4096,GA
255,0.8498952000081772,808.0,13127.0,4096,GA
256,0.8536698999960208,808.0,13178.0,4096,GA
257,0.8608420999953523,808.0,13229.0,4096,GA
258,0.8640009999944596,810.0,13281.0,4096,GA
259,0.8682281000073999,810.0,13332.0,4096,GA
260,0.8714576000056695,810.0,13383.0,4096,GA
261,0.8748871999996481,810.0,13434.0,4096,GA
262,0.8781565999961458,810.0,13485.0,4096,GA
263,0.8813890000019455,810.0,13536.0,4096,GA
264,0.8851310000027297,812.0,13588.0,4096,GA
265,0.8881818999943789,812.0,13639.0,4096,GA
266,0.8913262999994913,812.0,13690.0,4096,GA
267,0.8945418000075733,812.0,13741.0,4096,GA
268,0.8979884000000311,812.0,13792.0,4096,GA
269,0.9023210000013933,812.0,13843.0,4096,GA
270,0.9057867000083206,812.0,13894.0,4096,GA
271,0.9090392000071006,812.0,13945.0,4096,GA
272,0.912224800005788,812.0,13996.0,4096,GA
273,0.9157594999996945,812.0,14047.0,4096,GA
274,0.9192093000019668,812.0,14098.0,4096,GA
275,0.92278670000087,814.0,14150.0,4096,GA
276,0.9259593000024324,814.0,14201.0,4096,GA
277,0.9294003999966662,814.0,14252.0,4096,GA
278,0.9329130999976769,814.0,14303.0,4096,GA
279,0.9364543999981834,816.0,14355.0,4096,GA
280,0.9397947999968892,816.0,14406.0,4096,GA
281,0.9429556999966735,816.0,14457.0,4096,GA
282,0.9463859999959823,816.0,14508.0,4096,GA
283,0.9499304000055417,816.0,14559.0,4096,GA
284,0.9534457999980077,816.0,14610.0,4096,GA
285,0.9566475000028731,818.0,14662.0,4096,GA
286,0.95981159999792,818.0,14713.0,4096,GA
287,0.9632041000004392,818.0,14764.0,4096,GA
288,0.9667521999945166,818.0,14815.0,4096,GA
289,0.970378800004255,818.0,14866.0,4096,GA
290,0.9734644999989541,818.0,14917.0,4096,GA
291,0.9769881999964127,818.0,14968.0,4096,GA
292,0.9800452000054065,818.0,15019.0,4096,GA
293,0.9840246999956435,818.0,15070.0,4096,GA
294,0.9873378000047524,818.0,15121.0,4096,GA
295,0.9907081999990623,822.0,15173.0,4096,GA
296,0.9940418000041973,822.0,15224.0,4096,GA
297,0.9972157000011066,822.0,15275.0,4096,GA
298,1.00097470000037,822.0,15326.0,4096,GA
299,1.0040326000016648,822.0,15377.0,4096,GA
300,1.00762869999744,822.0,15428.0,4096,GA
301,1.0108286000031512,822.0,15479.0,4096,GA
302,1.0139977000071667,822.0,15530.0,4096,GA
303,1.0176894000032917,822.0,15581.0,4096,GA
304,1.0207435000047553,822.0,15632.0,4096,GA
305,1.0244078999967314,822.0,15683.0,4096,GA
306,1.0275891000055708,822.0,15734.0,4096,GA
307,1.0309608999959892,822.0,15785.0,4096,GA
308,1.034491700003855,826.0,15837.0,4096,GA
309,1.038088900008006,826.0,15888.0,4096,GA
310,1.0413991999957943,826.0,15939.0,4096,GA
311,1.0448906999954488,826.0,15990.0,4096,GA
312,1.04809280000336,826.0,16041.0,4096,GA
313,1.0518067999946652,826.0,16092.0,4096,GA
314,1.055372000002535,826.0,16143.0,4096,GA
315,1.0585359999968205,826.0,16194.0,4096,GA
316,1.0621262000058778,826.0,16245.0,4096,GA
317,1.0654988000023877,826.0,16296.0,4096,GA
318,1.069390000004205,828.0,16348.0,4096,GA
319,1.072607900001458,828.0,16399.0,4096,GA
320,1.0756866000010632,828.0,16450.0,4096,GA
321,1.0792921999964165,828.0,16501.0,4096,GA
322,1.0825382000039099,828.0,16552.0,4096,GA
323,1.086257500006468,828.0,16603.0,4096,GA
324,1.0894447000027867,828.0,16654.0,4096,GA
325,1.0930809999990743,828.0,16705.0,4096,GA
326,1.0964135999965947,830.0,16757.0,4096,GA
327,1.1001729999989038,830.0,16808.0,4096,GA
328,1.1034863999957452,830.0,16859.0,4096,GA
329,1.1069183000072371,830.0,16910.0,4096,GA
330,1.110295499995118,830.0,16961.0,4096,GA
331,1.1134533000004012,830.0,17012.0,4096,GA
332,1.1174543999950401,830.0,17063.0,4096,GA
333,1.1207575000007637,830.0,17114.0,4096,GA
334,1.1245828999963123,830.0,17165.0,4096,GA
335,1.1277671999996528,834.0,17217.0,4096,GA
336,1.131246100005228,834.0,17268.0,4096,GA
337,1.1348343999998178,834.0,17319.0,4096,GA
338,1.1380999999964843,834.0,17370.0,4096,GA
339,1.1415581000037491,834.0,17421.0,4096,GA
340,1.1447552000026917,834.0,17472.0,4096,GA
341,1.148215599998366,834.0,17523.0,4096,GA
342,1.151770900003612,834.0,17574.0,4096,GA
343,1.1551314999960596,834.0,17625.0,4096,GA
344,1.1584246999991592,834.0,17676.0,4096,GA
345,1.1615746000024956,834.0,17727.0,4096,GA
346,1.1653003999963403,834.0,17778.0,4096,GA
347,1.1688834999949904,834.0,17829.0,4096,GA
348,1.1722640000079991,834.0,17880.0,4096,GA
349,1.1754597999970429,834.0,17931.0,4096,GA
350,1.1792397999961395,834.0,17982.0,4096,GA
351,1.1825467000016943,834.0,18033.0,4096,GA
352,1.1862275000021327,834.0,18084.0,4096,GA
353,1.1893565000063973,834.0,18135.0,4096,GA
354,1.1925860000046669,834.0,18186.0,4096,GA
355,1.1958523000066634,834.0,18237.0,4096,GA
356,1.1989474000001792,834.0,18288.0,4096,GA
357,1.2022126999945613,834.0,18339.0,4096,GA
358,1.205217900002026,836.0,18391.0,4096,GA
359,1.2083538000006229,836.0,18442.0,4096,GA
360,1.211590899998555,836.0,18493.0,4096,GA
361,1.2148795999964932,836.0,18544.0,4096,GA
362,1.2182259999972302,836.0,18595.0,4096,GA
363,1.2213160999963293,836.0,18646.0,4096,GA
364,1.224494299996877,836.0,18697.0,4096,GA
365,1.2275397000048542,836.0,18748.0,4096,GA
366,1.2306707999960054,836.0,18799.0,4096,GA
367,1.2339761000039289,836.0,18850.0,4096,GA
368,1.2369625999999698,836.0,18901.0,4096,GA
369,1.2401509000046644,836.0,18952.0,4096,GA
370,1.2432799999951385,836.0,19003.0,4096,GA
371,1.2462861999956658,836.0,19054.0,4096,GA
372,1.2495716999983415,836.0,19105.0,4096,GA
373,1.2527697000041371,838.0,19157.0,4096,GA
374,1.2559466999955475,838.0,19208.0,4096,GA
375,1.2590654000086943,838.0,19259.0,4096,GA
376,1.262191999994684,838.0,19310.0,4096,GA
377,1.265478700006497,838.0,19361.0,4096,GA
378,1.2684455999988131,838.0,19412.0,4096,GA
379,1.2715065000083996,838.0,19463.0,4096,GA
380,1.2744534999947064,838.0,19514.0,4096,GA
381,1.2776952999993227,838.0,19565.0,4096,GA
382,1.2808446999988519,838.0,19616.0,4096,GA
383,1.2839543000009144,838.0,19667.0,4096,GA
384,1.287039700007881,838.0,19718.0,4096,GA
385,1.2901703999959864,838.0,19769.0,4096,GA
386,1.2932064000051469,838.0,19820.0,4096,GA
387,1.2963847000064561,838.0,19871.0,4096,GA
388,1.2994391999964137,838.0,19922.0,4096,GA
389,1.302603000003728,840.0,19974.0,4096,GA
390,1.3057101000013063,840.0,20025.0,4096,GA
391,1.3087671999965096,840.0,20076.0,4096,GA
392,1.3119240999949398,840.0,20127.0,4096,GA
393,1.3150800000003073,840.0,20178.0,4096,GA
394,1.3181158999941545,840.0,20229.0,4096,GA
395,1.321203900006367,840.0,20280.0,4096,GA
396,1.3243293999985326,840.0,20331.0,4096,GA
397,1.3275462000019616,840.0,20382.0,4096,GA
398,1.330552200000966,840.0,20433.0,4096,GA
399,1.3337057000026107,840.0,20484.0,4096,GA
400,1.3367927000072086,840.0,20535.0,4096,GA
401,1.3398719999968307,840.0,20586.0,4096,GA
402,1.3432631000032416,840.0,20637.0,4096,GA
403,1.3463342000031844,840.0,20688.0,4096,GA
404,1.3495476999960374,840.0,20739.0,4096,GA
405,1.3527637000079267,840.0,20790.0,4096,GA
406,1.3559300000051735,840.0,20841.0,4096,GA
407,1.3590653999999631,842.0,20893.0,4096,GA
408,1.3622066999960225,842.0,20944.0,4096,GA
409,1.3653383000055328,842.0,20995.0,4096,GA
410,1.3683015999995405,842.0,21046.0,4096,GA
411,1.3713912999955937,842.0,21097.0,4096,GA
412,1.3758430000016233,842.0,21148.0,4096,GA
413,1.3795143000024837,842.0,21199.0,4096,GA
414,1.3830683999985922,842.0,21250.0,4096,GA
415,1.3864082000072813,842.0,21301.0,4096,GA
416,1.389884100004565,842.0,21352.0,4096,GA
417,1.3932594000070821,842.0,21403.0,4096,GA
418,1.3966811999998754,842.0,21454.0,4096,GA
419,1.4001576000009663,842.0,21505.0,4096,GA
420,1.403688599995803,842.0,21556.0,4096,GA
421,1.407258200008073,842.0,21607.0,4096,GA
422,1.4106903000065358,842.0,21658.0,4096,GA
423,1.4140275999961887,842.0,21709.0,4096,GA
424,1.4174600999976974,842.0,21760.0,4096,GA
425,1.4209424000000581,842.0,21811.0,4096,GA
426,1.4242816000041785,842.0,21862.0,4096,GA
427,1.427625900003477,844.0,21914.0,4096,GA
428,1.4310032000066712,844.0,21965.0,4096,GA
429,1.4344982000038726,844.0,22016.0,4096,GA
430,1.4380610999942292,844.0,22067.0,4096,GA
431,1.4415081000042846,844.0,22118.0,4096,GA
432,1.444957700005034,844.0,22169.0,4096,GA
433,1.4482863000012003,844.0,22220.0,4096,GA
434,1.4515888000023551,844.0,22271.0,4096,GA
435,1.455114099997445,844.0,22322.0,4096,GA
436,1.4584583999967435,844.0,22373.0,4096,GA
437,1.4618278999987524,844.0,22424.0,4096,GA
438,1.4651813999953447,844.0,22475.0,4096,GA
439,1.4685421000031056,844.0,22526.0,4096,GA
440,1.4717974999948638,844.0,22577.0,4096,GA
441,1.4750672000081977,844.0,22628.0,4096,GA
442,1.478249699997832,844.0,22679.0,4096,GA
443,1.48158350000449,844.0,22730.0,4096,GA
444,1.4851226000027964,844.0,22781.0,4096,GA
445,1.4883987000066554,844.0,22832.0,4096,GA
446,1.4916137999971397,844.0,22883.0,4096,GA
447,1.4950440999964485,846.0,22935.0,4096,GA
448,1.498436199995922,846.0,22986.0,4096,GA
449,1.5027153999981238,846.0,23037.0,4096,GA
450,1.50668880000012,846.0,23088.0,4096,GA
451,1.5103319000045303,846.0,23139.0,4096,GA
452,1.5140782999951625,846.0,23190.0,4096,GA
453,1.5184511999977985,846.0,23241.0,4096,GA
454,1.5219541999977082,846.0,23292.0,4096,GA
455,1.5259141999995336,846.0,23343.0,4096,GA
456,1.5293037999945227,846.0,23394.0,4096,GA
457,1.5336872000043513,848.0,23446.0,4096,GA
458,1.5371283999993466,848.0,23497.0,4096,GA
459,1.5409328999958234,848.0,23548.0,4096,GA
460,1.544366700007231,848.0,23599.0,4096,GA
461,1.5486816000047838,848.0,23650.0,4096,GA
462,1.5531045999960043,848.0,23701.0,4096,GA
463,1.5577046999969753,848.0,23752.0,4096,GA
464,1.5620108000002801,848.0,23803.0,4096,GA
465,1.566702299998724,848.0,23854.0,4096,GA
466,1.5712517000065418,848.0,23905.0,4096,GA
467,1.5760032999969553,848.0,23956.0,4096,GA
468,1.5817793000023812,848.0,24007.0,4096,GA
469,1.587132600005134,848.0,24058.0,4096,GA
470,1.593524800002342,848.0,24109.0,4096,GA
471,1.5973748999967938,848.0,24160.0,4096,GA
472,1.6028521999978693,848.0,24211.0,4096,GA
473,1.6067870999977458,848.0,24262.0,4096,GA
474,1.61080920000677,848.0,24313.0,4096,GA
475,1.6147389999969164,848.0,24364.0,4096,GA
476,1.6206441999966046,848.0,24415.0,4096,GA
477,1.6242281000013463,848.0,24466.0,4096,GA
478,1.6278525999950944,848.0,24517.0,4096,GA
479,1.6339238000073237,848.0,24568.0,4096,GA
480,1.6379871999961324,848.0,24619.0,4096,GA
481,1.641624600000796,848.0,24670.0,4096,GA
482,1.6451096999953734,848.0,24721.0,4096,GA
483,1.6498838999978034,848.0,24772.0,4096,GA
484,1.654723900006502,848.0,24823.0,4096,GA
485,1.6584849000064423,848.0,24874.0,4096,GA
486,1.6620242000062717,848.0,24925.0,4096,GA
487,1.667280399997253,848.0,24976.0,4096,GA
488,1.672363999998197,848.0,25027.0,4096,GA
489,1.6759005000058096,848.0,25078.0,4096,GA
490,1.6797559999977238,848.0,25129.0,4096,GA
491,1.6845683999999892,848.0,25180.0,4096,GA
492,1.6883498999959556,848.0,25231.0,4096,GA
493,1.6915158000047086,848.0,25282.0,4096,GA
494,1.6949515000014799,848.0,25333.0,4096,GA
495,1.6986595000053057,848.0,25384.0,4096,GA
496,1.7040450000058627,848.0,25435.0,4096,GA
497,1.7083945000049425,848.0,25486.0,4096,GA
498,1.7118341000023065,848.0,25537.0,4096,GA
499,1.715301799995359,848.0,25588.0,4096,GA
500,1.7197967999964021,848.0,25639.0,4096,GA
501,1.7235978999960935,848.0,25690.0,4096,GA
502,1.7271120000077644,848.0,25741.0,4096,GA
503,1.730409600000712,848.0,25792.0,4096,GA
504,1.7351396000012755,848.0,25843.0,4096,GA
505,1.738498399994569,848.0,25894.0,4096,GA
506,1.741960300001665,848.0,25945.0,4096,GA
507,1.7451935999997659,848.0,25996.0,4096,GA
508,1.7497011000086786,848.0,26047.0,4096,GA
509,1.7537137000035727,848.0,26098.0,4096,GA
510,1.7572192000079667,848.0,26149.0,4096,GA
511,1.7604509000084363,848.0,26200.0,4096,GA
512,1.763757100008661,848.0,26251.0,4096,GA
513,1.772005699996953,848.0,26302.0,4096,GA
514,1.7751234000024851,848.0,26353.0,4096,GA
515,1.77848229999654,848.0,26404.0,4096,GA
516,1.7832904999959283,848.0,26455.0,4096,GA
517,1.7877054999989923,848.0,26506.0,4096,GA
518,1.7912444999965373,848.0,26557.0,4096,GA
519,1.7950842999998713,848.0,26608.0,4096,GA
520,1.7998438000067836,848.0,26659.0,4096,GA
521,1.804128400006448,848.0,26710.0,4096,GA
522,1.8074336999998195,848.0,26761.0,4096,GA
523,1.8109825999999885,848.0,26812.0,4096,GA
524,1.8148972000053618,848.0,26863.0,4096,GA
525,1.8199853999976767,848.0,26914.0,4096,GA
526,1.8234228000073927,848.0,26965.0,4096,GA
527,1.8268091000063578,848.0,27016.0,4096,GA
528,1.8297985999961384,848.0,27067.0,4096,GA
529,1.8346995000028983,848.0,27118.0,4096,GA
530,1.8380222999985563,848.0,27169.0,4096,GA
531,1.8415603000030387,848.0,27220.0,4096,GA
532,1.8446034000080545,848.0,27271.0,4096,GA
533,1.8477707999991253,848.0,27322.0,4096,GA
534,1.8521083000086946,848.0,27373.0,4096,GA
535,1.8553714000008767,848.0,27424.0,4096,GA
536,1.8590512000082526,848.0,27475.0,4096,GA
537,1.8622066999960225,850.0,27527.0,4096,GA
538,1.867321500001708,850.0,27578.0,4096,GA
