Problem Size,Fitness,FEvals,Time
50,1018.0,5371.0,3.3657599999999945
100,2025.0,19329.0,7.087593300000009
200,4579.0,50252.0,5.992664100000013
400,8964.0,92612.0,11.767526400000008
