Problem Size,Fitness,FEvals,Time
50,835.0,53.0,0.03731569999999351
100,1594.0,932.0,0.02566729999998074
200,3337.0,1461.0,0.029907000000008566
400,6553.0,1361.0,0.12705139999999915
